1531, 25, 26, 99
1556, 43, 44, 103
1401, 7, 57, 77
1429, 8, 58, 82
1467, 69, 88, 73
1461, 70, 87, 74
1416, 57, 80, 77
1444, 58, 85, 82
1375, 5, 69, 73
1381, 6, 70, 74
1691, 111, 127, 128
1679, 112, 125, 126
1589, 61, 109, 91
1595, 62, 110, 94
1590, 85, 91, 109
1596, 80, 94, 110
1530, 25, 99, 53
1555, 43, 103, 55
2075, 142, 73, 88
2087, 141, 74, 87
2074, 118, 73, 142
2086, 117, 74, 141
1693, 108, 128, 114
1681, 106, 126, 113
1655, 65, 102, 121
1660, 66, 98, 122
1598, 78, 110, 101
1592, 83, 109, 97
1661, 98, 99, 122
1656, 102, 103, 121
1593, 97, 109, 100
1599, 101, 110, 104
2327, 134, 119, 71
2315, 133, 120, 72
1535, 23, 24, 100
1560, 41, 42, 104
1672, 14, 125, 117
1684, 32, 127, 118
2326, 93, 119, 134
2314, 96, 120, 133
1690, 64, 128, 127
1678, 63, 126, 125
1673, 75, 117, 125
1685, 76, 118, 127
1692, 64, 114, 128
1680, 63, 113, 126
1711, 26, 132, 99
1710, 44, 131, 103
1770, 79, 143, 89
1775, 84, 144, 90
1677, 75, 125, 112
1689, 76, 127, 111
1750, 79, 89, 139
1755, 84, 90, 140
1766, 65, 143, 102
1771, 66, 144, 98
1721, 93, 134, 106
1716, 96, 133, 108
1534, 23, 100, 61
1559, 41, 104, 62
1737, 93, 106, 137
1742, 96, 108, 138
1536, 24, 53, 100
1561, 42, 55, 104
1621, 107, 108, 114
1616, 105, 106, 113
1402, 7, 77, 46
1430, 8, 82, 50
1455, 58, 86, 85
1427, 57, 81, 80
1479, 69, 90, 88
1473, 70, 89, 87
1668, 91, 92, 124
1663, 94, 95, 123
1700, 92, 129, 124
1705, 95, 130, 123
1533, 53, 97, 100
1558, 55, 101, 104
1794, 48, 149, 57
1799, 52, 150, 58
1795, 57, 149, 120
1800, 58, 150, 119
1768, 89, 143, 115
1773, 90, 144, 116
1767, 65, 115, 143
1772, 66, 116, 144
1769, 79, 102, 143
1774, 84, 98, 144
1570, 19, 56, 105
1582, 37, 54, 107
1583, 54, 108, 107
1571, 56, 106, 105
1282, 45, 46, 59
1288, 49, 50, 60
1671, 61, 91, 124
1666, 62, 94, 123
1234, 24, 25, 53
1249, 42, 43, 55
1253, 19, 20, 56
1243, 37, 38, 54
1485, 85, 86, 91
1502, 80, 81, 94
1513, 81, 96, 95
1496, 86, 93, 92
1569, 18, 19, 105
1581, 36, 37, 107
1310, 15, 16, 63
1317, 33, 34, 64
1294, 22, 23, 61
1301, 40, 41, 62
1322, 10, 11, 65
1330, 28, 29, 66
1508, 81, 95, 94
1491, 86, 92, 91
1738, 56, 129, 137
1743, 54, 130, 138
1262, 7, 48, 57
1279, 8, 52, 58
1588, 61, 100, 109
1594, 62, 104, 110
1410, 59, 77, 78
1438, 60, 82, 83
1411, 59, 78, 79
1439, 60, 83, 84
1339, 5, 67, 47
1346, 6, 68, 51
1550, 79, 101, 102
1525, 84, 97, 98
1353, 5, 49, 69
1359, 6, 45, 70
1400, 46, 77, 59
1428, 50, 82, 60
1543, 78, 101, 79
1518, 83, 97, 84
1612, 16, 17, 113
1617, 34, 35, 114
1374, 5, 73, 67
1380, 6, 74, 68
1368, 47, 67, 72
1362, 51, 68, 71
1787, 98, 147, 99
1791, 102, 148, 103
1784, 53, 99, 147
1788, 55, 103, 148
1399, 67, 73, 76
1392, 68, 74, 75
1622, 11, 115, 65
1627, 29, 116, 66
1754, 69, 140, 90
1749, 70, 139, 89
1708, 3, 9, 131
1709, 3, 131, 44
1712, 4, 132, 26
1713, 4, 27, 132
1614, 16, 113, 63
1619, 34, 114, 64
1696, 20, 129, 56
1701, 38, 130, 54
1670, 22, 61, 124
1665, 40, 62, 123
1600, 67, 76, 111
1606, 68, 75, 112
1674, 14, 15, 125
1686, 32, 33, 127
1601, 67, 111, 72
1607, 68, 112, 71
1646, 86, 119, 93
1651, 81, 120, 96
1653, 9, 10, 121
1658, 27, 28, 122
1739, 92, 137, 129
1744, 95, 138, 130
1729, 1, 135, 17
1728, 1, 18, 135
